"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
"8653" 13 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 605 -0.328703117535521
"8654" 13 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 55 -0.631964902181818
"8655" 13 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 55 -0.669216383090909
"8656" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 55 -0.10258231694
"8657" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "X" 660 -0.113713848274242
"8658" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 605 -0.0121592805819008
"8659" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 550 -0.115850340088913
"8660" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 55 0.258203939581818
"8661" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 55 -0.0277392253910909
"8662" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 55 -0.125767265890909
"8663" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 55 -0.296284597454545
"8664" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 55 0.104470773801818
"8665" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 55 -0.217210568085455
"8666" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 605 -0.165223870896364
"8667" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 55 -0.10115350174
"8668" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 55 -0.326339622181818
"8669" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 55 -0.453556268727273
"8670" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 660 -0.176353014499091
"8671" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 605 -0.0647147920504794
"8672" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 550 -0.2486331382132
"8673" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 55 0.0692442067545455
"8674" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 55 -0.00128009758363636
"8675" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 55 -0.0254126299290909
"8676" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 55 -0.487325539818182
"8677" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 55 -0.323333932218182
"8678" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 55 -0.660921263636364
"8679" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 605 -0.265789316500496
"8680" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 55 -0.456190454
"8681" 13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 55 -0.451225931090909
"8682" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "NA" 55 0.274448429549091
"8683" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "X" 660 0.0781675508272727
"8684" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Y" 605 -0.376436013256198
"8685" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Z" 550 -0.393847302551655
"8686" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 55 0.847634313454545
"8687" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 55 -0.357404501636364
"8688" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 55 -0.207507170584727
"8689" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 55 -0.946441502363636
"8690" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 55 -0.922054968727273
"8691" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 55 -0.910271096181818
"8692" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "NA" "NA" 605 -0.165223870896364
"8693" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 55 -0.10115350174
"8694" 13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 55 -0.326339622181818
"8695" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 2365 -0.898212844169133
"8696" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "X" 495 -0.480125534745455
"8697" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 495 -0.410805625923636
"8698" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 495 -0.391048090027172
"8699" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 110 -0.346653753069091
"8700" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 110 -0.392779664327273
"8701" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 110 -0.248029884463636
"8702" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 55 -0.562911002545455
"8703" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 55 -0.364283258727273
"8704" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 55 -0.272525011818182
"8705" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 550 -0.506085924998182
"8706" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 110 -0.294804228366364
"8707" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 55 -0.470770800363636
"8708" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 550 -0.610007414865455
"8709" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 110 -0.274393645246364
"8710" 13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 55 -0.712261499636364
"8711" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 2365 -0.813167126275645
"8712" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "X" 495 -0.32738442505899
"8713" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 495 -0.298098938707523
"8714" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 495 -0.386018786208687
"8715" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 110 -0.431270398363636
"8716" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 110 -0.155411057163636
"8717" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 110 -0.344981264309091
"8718" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 55 -0.266081292363636
"8719" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 55 0.114656709636364
"8720" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 55 -0.184842227972182
"8721" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 550 -0.471001957625455
"8722" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 110 -0.259213762484545
"8723" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 55 -0.409065516363636
"8724" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 2365 -0.874806474695983
"8725" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 495 -0.454498648272121
"8726" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 495 -0.455612410968283
"8727" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 495 -0.612139792872828
"8728" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 110 -0.414778184109091
"8729" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 110 -0.477509294081818
"8730" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 110 -0.567749669390909
"8731" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 55 -0.514337759454545
"8732" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 55 -0.319400410981818
"8733" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 55 -0.689235778909091
"8734" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 550 -0.510358391023636
"8735" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 110 -0.226469007796364
"8736" 13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 55 -0.491090809090909
"8737" 14 "LAYING" "NA" "NA" "NA" "NA" "NA" "NA" "NA" 153 -0.20555715227451
"8738" 14 "LAYING" "NA" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 51 0.0458760838431373
"8739" 14 "LAYING" "NA" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 51 0.0230340470960784
"8740" 14 "LAYING" "NA" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 51 0.017729670654902
"8741" 14 "LAYING" "NA" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 51 0.0116599807576471
"8742" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 51 -0.895830015686275
"8743" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "X" 612 -0.296086879701797
"8744" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 561 -0.339022829964171
"8745" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 510 -0.286080019898824
"8746" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 51 0.00505221181607843
"8747" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 51 -0.153423807745098
"8748" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 51 0.149124058235294
"8749" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 51 -0.957221015098039
"8750" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 51 -0.932499780588235
"8751" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 51 -0.952296965294118
"8752" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 561 -0.496690108347415
"8753" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 51 -0.904665418431373
"8754" 14 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 51 -0.913433185882353
"8755" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 51 -0.976763549803922
"8756" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "X" 612 -0.259031949329183
"8757" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Y" 561 -0.300574042402941
"8758" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Z" 510 -0.326581899028941
"8759" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 51 -0.105446637019608
"8760" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 51 -0.0372677398193922
"8761" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 51 -0.0566171868039216
"8762" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 51 -0.970274962745098
"8763" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 51 -0.968042893529412
"8764" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 51 -0.979711372941176
"8765" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 561 -0.575906145669162
"8766" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 51 -0.975621183137255
"8767" 14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 51 -0.964009921960784
"8768" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 51 -0.899187298862745
"8769" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "X" 612 -0.29923687617616
"8770" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 561 -0.299825122856328
"8771" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 510 -0.301207937324333
"8772" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 51 0.233275439803922
"8773" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 51 -0.0113424652490196
"8774" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 51 -0.0868333315509804
"8775" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 51 -0.917501887333333
"8776" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 51 -0.909697040980392
"8777" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 51 -0.900331921686275
"8778" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 561 -0.526351220680945
"8779" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 51 -0.905978250196078
"8780" 14 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 51 -0.856593119215686
"8781" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 51 -0.971875981176471
"8782" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 612 -0.282876859580556
"8783" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 561 -0.309850620152464
"8784" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 510 -0.324911751788431
"8785" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 51 0.098140384845098
"8786" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 51 -0.00831507059607843
"8787" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 51 -0.0323601505045098
"8788" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 51 -0.971473557058824
"8789" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 51 -0.96812761745098
"8790" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 51 -0.972431855490196
"8791" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 561 -0.601986859946702
"8792" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 51 -0.972576392941176
"8793" 14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 51 -0.966450909019608
"8794" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "NA" 51 0.453202834117647
"8795" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "X" 612 -0.314216950640196
"8796" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Y" 561 -0.219586050178253
"8797" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Z" 510 -0.0229213012117647
"8798" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 51 -0.145483631627451
"8799" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 51 0.48539692745098
"8800" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 51 0.83656291
"8801" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 51 -0.862136937254902
"8802" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 51 -0.94877486372549
"8803" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 51 -0.90130385627451
"8804" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "NA" "NA" 561 -0.526351220680945
"8805" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 51 -0.905978250196078
"8806" 14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 51 -0.856593119215686
"8807" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 2193 -0.996459160820793
"8808" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "X" 459 -0.742817699803704
"8809" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 459 -0.763260510288126
"8810" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 459 -0.790460623503268
"8811" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 102 -0.593420680903922
"8812" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 102 -0.607960923494118
"8813" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 102 -0.462886955098039
"8814" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 51 -0.959740488627451
"8815" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 51 -0.929955407058824
"8816" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 51 -0.957790479803922
"8817" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 510 -0.776561318875882
"8818" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 102 -0.560494385259804
"8819" 14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 51 -0.917760104901961
"8820" 14 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 510 -0.864648718113725
"8821" 14 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 102 -0.422405771245098
"8822" 14 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 51 -0.963666018039216
"8823" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 2193 -0.98812089421067
"8824" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "X" 459 -0.727710987345316
"8825" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 459 -0.727923296022004
"8826" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 459 -0.749080952952941
"8827" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 102 -0.688443271441176
"8828" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 102 -0.540059480494118
"8829" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 102 -0.448269041044118
"8830" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 51 -0.911972655156863
"8831" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 51 -0.905221049156863
"8832" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 51 -0.894055710980392
"8833" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 510 -0.774566061078431
"8834" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 102 -0.515617420744118
"8835" 14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 51 -0.859606047058823
"8836" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 2193 -0.99813012623347
"8837" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 459 -0.829794437915033
"8838" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 459 -0.840317523224401
"8839" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 459 -0.838979553324619
"8840" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 102 -0.565304900428431
"8841" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 102 -0.600247728960784
"8842" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 102 -0.528692722002941
"8843" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 51 -0.973491388039216
"8844" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 51 -0.969113291372549
"8845" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 51 -0.97491443
"8846" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 510 -0.879524154331961
"8847" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 102 -0.396132799822549
"8848" 14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 51 -0.963607433921569
"8849" 14 "SITTING" "NA" "NA" "NA" "NA" "NA" "NA" "NA" 162 -0.20216201491358
"8850" 14 "SITTING" "NA" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 54 0.00323595271481481
"8851" 14 "SITTING" "NA" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 54 -0.0595805713703704
"8852" 14 "SITTING" "NA" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 54 0.0276023255666667
"8853" 14 "SITTING" "NA" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 54 0.014669054387037
"8854" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 54 -0.939165668333333
"8855" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "X" 648 -0.28738722386466
"8856" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 594 -0.326774266959428
"8857" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 540 -0.295250350564444
"8858" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 54 -0.0440403326851852
"8859" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 54 -0.0713478280925926
"8860" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 54 0.0928523607037037
"8861" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 54 -0.980829981481481
"8862" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 54 -0.962048191666667
"8863" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 54 -0.952904383518518
"8864" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 594 -0.529825140931313
"8865" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 54 -0.942756369259259
"8866" 14 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 54 -0.947081158333333
"8867" 14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 54 -0.988547456481481
"8868" 14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "X" 648 -0.256300355793827
"8869" 14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Y" 594 -0.311812944147879
"8870" 14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Z" 540 -0.324175004187222
"8871" 14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 54 -0.0921614578888889
"8872" 14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 54 -0.0434577295055556
"8873" 14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 54 -0.0520121608148148
"8874" 14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 54 -0.990284240185185
